Investor Name,Geography,Check Size,Stages,Investment Thesis,Fake Email
Allen Lee Solo angel,Canada USA +15,$10k to $100k,2. Prototype 3. Early Revenue +2,"I invest in software (SaaS), deeptech (AI), fintech, edtech, healthtech, proptech, consumer....",allen@lee.com
Innovacom VC firm,France Belgium +9,$1M to $5M,3. Early Revenue 4. Scaling +1,"We invest in Deeptech, Hardware, Software",hello@innovacom.com
Silver Lake Partners PE fund,USA,$100M to $2.5B,5. Growth,"We invest in scaled technology and tech-enabled businesses. We are a growth-oriented, value-add...",silverlakepartnerspefund@gmail.com
Inuka Capital VC firm,India USA,$100k to $500k,1. Idea or Patent 3. Early Revenue +1,We invest in companies that rely on product to drive early growth and network...,contact@inuka.com
Vitruvian Partners VC firm,Canada Israel +2,$25M to $250M,4. Scaling,We invest in primary and/or secondary capital in rapidly growing companies to support and accelerate growth. We target...,invest@vitruvianpartners.com
iFly.VC VC firm,USA,$200k to $1M,3. Early Revenue 4. Scaling,We invest in outperformers that accelerate the trillion-dollar shift in consumer spending in America. Founded in late...,iflyvc@hotmail.com
TCG The Chernin Group Other,USA Canada +2,$10M to $100M,3. Early Revenue 4. Scaling +2,TCG is a multi-stage investment firm dedicated to building consumer business. We invest on majority and minority...,contact@tcgthecherninother.com
NovX Capital Corporate VC,France,$60k to $600k,1. Idea or Patent 2. Prototype +1,We invest in early stage and technological startups.,team@novxcorporatevc.com
Anthill Ventures VC firm,India Singapore,$500k to $10M,3. Early Revenue 4. Scaling +1,We invest in companies that are at an early stage and we help in scaling start-ups using the unique network of channel...,info@anthill.com
Salkantay Ventures VC firm,Peru Ecuador +5,$100k to $1M,3. Early Revenue 4. Scaling,"Salkantay invests in early-stage companies across three main themes: 
Maximizing Human Potential: Start-ups that enable...",invest@salkantay.com
Dragonfly Ventures VC firm,USA Burundi,$100k to $2M,4. Scaling 3. Early Revenue +1,"We invest in SaaS, IoT, and AI technologies. We seek to partner with companies that have a minimum ARR of $500,000 and...",info@dragonfly.com
Porto Venture VC firm,Portugal Spain +1,$250k to $2M,1. Idea or Patent 2. Prototype +1,"We invest in unique founders from Portugal and Spain in cloud, SaaS and...",contact@portoventure.com
Lombard Odier Other,Vietnam USA +73,$1M to $50M,3. Early Revenue 4. Scaling +2,"We focus on investing in startups from seed stage to IPO, with a minimum investment of €1 million. We target...",lombardodierother@hotmail.com
Thundermountain Other,Germany Lithuania +9,$25k to $100k,2. Prototype 3. Early Revenue +1,"We invest in European based Tech Startups with a focus on global growth. Minimum MVP, better first revenue. We're...",thundermountainother@gmail.com
Project A Ventures VC firm,Germany Ireland +10,$1M to $8M,3. Early Revenue 4. Scaling +1,"We invest in European startups.

Project A is an early-stage venture capital firm, combining financial and operational...",team@projecta.com
Mercato Partners VC firm,USA,$10M to $50M,5. Growth 4. Scaling +1,"We invest in tech companies in the middle of the country (Utah, Colorado, Southern California, Missouri, Ohio,...",invest@mercatopartners.com
Convexity Ventures VC firm,France Luxembourg +4,$5k to $50k,1. Idea or Patent 2. Prototype +1,We invest in pre-seed/seed ventures and digital assets.,info@convexity.com
Scrum Ventures VC firm,Japan USA,$200k to $1.5M,6. Pre-IPO 1. Idea or Patent +1,Everything,hello@scrum.com
Kreaxi VC firm,France,$200k to $500k,3. Early Revenue 2. Prototype,"Regional fund, Seed specialized. All sectors",contact@kreaxi.com
Third Rock Ventures VC firm,USA,$5M to $100M,2. Prototype 1. Idea or Patent,"We invest in therapeutics. 

We are a venture studio focused on company formation that translates bleeding-edge science...",hello@thirdrock.com
Porsche Ventures Corporate VC,USA Germany +7,$500k to $7M,3. Early Revenue 4. Scaling +1,Investing in founders who dare to build their dreams,team@porschecorporatevc.com
Earlybird Ventures - D... VC firm,Turkey Romania +18,$500k to $10M,4. Scaling 3. Early Revenue +2,"Earlybird Digital East Fund is focused on early stage ICT investment opportunities in Eastern Europe and Turkey, being...",earlybirdd@hotmail.com
Insight Partners VC firm,USA Israel +2,$7M to $700M,3. Early Revenue 4. Scaling +2,We invest in the fastest-growing software/recurring revenue businesses across the...,team@insightpartners.com
"Norrsken Accelerator Incubator, Accelerator",Angola Central African Republic +17,$100k to $100k,3. Early Revenue,"We accelerate pre-seed to early-seed stage startups in greentech, fintech, SaaS, healthtech, foodtech that leverage...",norrskenacceleratorubatoraccelerator@hotmail.com
New Wave VC firm,France UK +5,$500k to $2M,1. Idea or Patent 2. Prototype +1,We invest in the most ambitious European founders.,contact@newwave.com
SaaStr Fund VC firm,USA,$500k to $4M,3. Early Revenue 4. Scaling,"We invest in B2B/B2D/SaaS.  i.e., only business software and APIs and tools than enable the building of software.  We...",hello@saastrfund.com
574 Invest by SNCF Corporate VC,France,$500k to $5M,3. Early Revenue 4. Scaling,"We invest in mobility, industry 4.0 and environmental startups to help SNCF group deliver on its purpose and to boost...",contact@574investbysncfcorporatevc.com
Seraphim Space VC firm,UK USA +1,$250k to $25M,3. Early Revenue 5. Growth +2,"We invest in Space, DeepTech, IoT, AgTech, AI, Analytics, ClimateTech/CleanTech, DeepTech, Hardware, Insurance, IoT,...",seraphimspace@gmail.com
Ground Floor Ventures Angel network,USA UK,$50k to $200k,2. Prototype 3. Early Revenue +1,We invest in companies and founders we want to see in the world.,contact@groundfloor.com
3TS Capital Partners VC firm,Finland Poland +7,$250k to $12M,3. Early Revenue 4. Scaling +1,"We invest in exceptional high growth SMEs, which are either proven businesses becoming local leaders or truly...",3tspartners@gmail.com
Keensight Capital PE fund,Belgium Finland +10,$10M to $200M,5. Growth 6. Pre-IPO,We invest in profitable companies with high growth potential and revenues in the range of €10 million to €300...,keensightpefund@gmail.com
FJ Labs VC firm,USA UK +11,$250k to $2M,3. Early Revenue 4. Scaling +2,https://fabricegrinda.com/fj-labs-investment-strategy/,hello@fjlabs.com
"Morgan Stanley Inclusi... Incubator, Accelerator",USA,$250k to $250k,2. Prototype 3. Early Revenue,We accelerate  early-stage technology and technology-enabled companies with a focus on financial...,invest@morganstanleylusiubatoraccelerator.com
CapAgro VC firm,France Belgium +16,$1M to $10M,3. Early Revenue 4. Scaling,First European Independent Venture Capital fund dedicated to AgTech and FoodTech,info@capagro.com
Aglae Ventures by Grou... Corporate VC,France USA +2,$100k to $100M,3. Early Revenue 4. Scaling +2,"We invest in asset light and well-defined business models with high potential for scalability : 
- Marketplaces 
-...",aglaebygroucorporatevc@hotmail.com
KPN Ventures Corporate VC,Netherlands Germany +3,$500k to $2.5M,3. Early Revenue 4. Scaling,"We invest in growth sectors connected to our Telecom & ICT activities including:
- Internet of Things (IOT)
- Connected...",kpncorporatevc@hotmail.com
Northzone VC firm,USA UK +8,$1M to $15M,3. Early Revenue 4. Scaling +1,"Northzone is a venture capital fund with a perspective shaped by lives as entrepreneurs. Established in 1996, they have...",contact@northzone.com
Almi Invest VC firm,Sweden,$120k to $1.2M,3. Early Revenue,"We invest in Swedish startups (not older than 7 years) that can take a position on the global market

Tech: Enterprise...",info@almiinvest.com
Samyakth Capital VC firm,India,$25k to $200k,3. Early Revenue 2. Prototype,We invest in all areas (Sector agnostic),team@samyakth.com
XFactor Ventures VC firm,USA UK +3,$150k to $150k,1. Idea or Patent 2. Prototype +1,We invest in companies with female founders pursuing billion-dollar...,xfactor@gmail.com
Seventure - Digital Te... VC firm,France Germany,$1M to $5M,3. Early Revenue 4. Scaling +1,"We invest in companies with a B2B business and in the following sectors:

- Fintech (including insurtech): Our...",team@seventuredigitalte.com
Vulcan Capital Family office,Canada Israel +1,$10M to $100M,3. Early Revenue 4. Scaling,"Vulcan Capital has no defined limits on size or structure, but generally targets direct equity investments of $10...",hello@vulcan.com
Seventure - Life Scien... VC firm,France Germany +7,$1M to $10M,3. Early Revenue 4. Scaling +1,"We invest in the following sectors :

- Microbiome* applications in all fields (human, animal, plant…)
-...",invest@seventurelifescien.com
All Blue Capital VC firm,Canada USA +4,$500k to $100M,3. Early Revenue 5. Growth +1,"We invest in founders first. We search out great people, in emerging sectors who have disruptive...",allblue@gmail.com
NoBa Capital VC firm,UK,$1M to $2.5M,3. Early Revenue 4. Scaling,We invest in early-stage digital companies disrupting the Future of Work ecosystem. We work in partnership with...,team@noba.com
Creathor VC firm,Germany Switzerland,$500k to $2M,3. Early Revenue,"We invest in machine intelligence, industry 4.0, digital health, diagnostics, medical devices, and drug...",hello@creathor.com
Alchemy Angel network,USA UK,$5k to $300k,2. Prototype 3. Early Revenue +1,We invest in pre-seed and seed stage companies in the US and Europe. We are sector agnostic but have a specific...,alchemy@hotmail.com
Robert Bosch Venture C... Corporate VC,China USA +16,$500k to $10M,3. Early Revenue 4. Scaling,RBVC invests worldwide in innovative start-up companies at all stages of their development. Its investment activities...,invest@robertboschventureccorporatevc.com
Axilor Ventures VC firm,India,$200k to $500k,2. Prototype 3. Early Revenue,"We invest in early-stage startups in India. We focus on Enterprise and Consumer software, Deep tech, Fintech and...",team@axilor.com
Altamira VC firm,Poland,$500k to $1.5M,3. Early Revenue,"We do not invest in start-ups, ie. we do not invest at pre-seed or seed stages

No revenue – no investment

We do not...",hello@altamira.com
AWS Gründerfonds Public fund,Austria,$100k to $1M,3. Early Revenue 4. Scaling,"We invest in companies headquartered in Austria 
No revenues required, max. EUR 10m 
Less than 50 employees 
Founders...",awsgründerfondspublicfund@hotmail.com
Earlybird Ventures - D... VC firm,Germany France,$500k to $10M,3. Early Revenue,"The Digital West Fund focuses primarily on early stage digital technology opportunities in GSA, Nordics, UK, Benelux,...",team@earlybirdd.com
United Investors Angel network,Afghanistan Albania +195,$50k to $2M,2. Prototype 3. Early Revenue +1,We invest in revenue-first startups,info@unitedinvestors.com
Defy VC firm,USA,$3M to $10M,5. Growth 4. Scaling +2,We are an early-stage venture fund exclusively focused on emerging high-potential opportunities where we devote our...,defy@hotmail.com
Ten Coves Capital PE fund,USA Canada,$5M to $25M,5. Growth 4. Scaling +1,"We invest in companies re-imagining, re-inventing and re-wiring the financial...",hello@tencovespefund.com
Riverwood Capital VC firm,Canada USA,$25M to $125M,4. Scaling,"We invest in technology and technology-related businesses, with large market opportunities and proven business models,...",hello@riverwood.com
East Ventures VC firm,Japan Indonesia +4,$100k to $1M,2. Prototype 1. Idea or Patent +1,We invest in seed-stage startups,team@east.com
Hyper Other,UK Australia +1,$500k to $500k,1. Idea or Patent,We help move you take your app idea from a dream to a functioning prototype ready to take to investors. Through our...,info@hyperother.com
211 Mev Capital VC firm,Italy,$100k to $2M,4. Scaling 3. Early Revenue +1,-,contact@211mev.com
Nuwa Capital VC firm,UAE Saudi Arabia +12,$250k to $7M,3. Early Revenue 4. Scaling +1,"We invested in early stage technology businesses in emerging markets with particular focus on SaaS, DTC e-commerce,...",info@nuwa.com
Golden Ventures VC firm,USA Canada,$400k to $2M,2. Prototype 3. Early Revenue +1,We invest in North America at Seed stage across all sectors.,invest@golden.com
Heal Capital VC firm,Germany UK +10,$1M to $5M,3. Early Revenue,Heal Capital is a healthtech specialist fund that invests at the convergence of healthcare and technology across the...,hello@heal.com
UTEC - The University ... VC firm,Japan India +3,$1M to $4M,2. Prototype 3. Early Revenue +2,"UTEC - The University of Tokyo Edge Capital Partners, is a Japan-based seed/early stage deep-tech venture capital firm...",contact@utectheuniversity.com
Alsace Business Angels Angel network,France,$60k to $200k,2. Prototype 3. Early Revenue +1,We invest in Alsace based startups,info@alsacebusinessangels.com
Blossom Capital VC firm,UK Austria +11,$1M to $25M,3. Early Revenue,We invest in Series A across Europe.,info@blossom.com
Bailador Technology In... VC firm,Australia,$2M to $4M,5. Growth,"We invest in businesses within the technology sector that are seeking growth stage investment. 
Companies we invest in...",hello@bailadortechnologyin.com
Osney Capital VC firm,UK,$300k to $3M,1. Idea or Patent 2. Prototype +2,We are a pure cybersecurity seed investor.,osney@hotmail.com
